Date,Open,High,Low,Close,Adj Close,Volume
2020-05-01,53.360001,53.919998,51.279999,52.000000,51.579597,15047063
2020-05-04,50.400002,50.480000,49.200001,49.680000,49.278358,17106550
2020-05-05,50.240002,51.680000,49.279999,49.599998,49.199001,14624813
2020-05-06,49.599998,50.000000,47.759998,47.840000,47.453232,14656700
2020-05-07,48.480000,50.080002,48.480000,48.880001,48.484821,12582913
2020-05-08,49.680000,50.639999,49.279999,50.320000,49.913177,11704663
2020-05-11,49.919998,50.000000,49.040001,49.520000,49.119648,8980375
2020-05-12,49.759998,50.240002,48.000000,48.000000,47.611938,11956525
2020-05-13,48.000000,48.160000,43.840000,46.320000,45.945518,29468163
2020-05-14,44.959999,47.200001,43.840000,45.599998,45.231335,17525675
2020-05-15,44.880001,45.279999,43.840000,43.919998,43.564926,16060775
2020-05-18,45.919998,51.919998,45.919998,50.160000,49.754478,31819800
2020-05-19,50.320000,50.959999,48.720001,49.680000,49.278358,13560638
2020-05-20,50.639999,51.759998,50.320000,51.360001,50.944775,11410925
2020-05-21,51.360001,52.400002,50.639999,51.840000,51.420895,12352638
2020-05-22,51.840000,51.840000,50.160000,51.279999,50.865421,8698275
2020-05-26,54.320000,55.520000,54.320000,54.400002,53.960201,16188838
2020-05-27,58.000000,59.439999,56.720001,58.320000,57.848503,18468863
2020-05-28,59.919998,59.919998,53.919998,54.240002,53.801495,17339350
2020-05-29,52.480000,53.759998,51.520000,52.560001,52.135067,16162513
2020-06-01,52.639999,54.560001,51.919998,54.080002,53.642780,9397338
2020-06-02,55.200001,57.439999,54.880001,56.400002,55.944031,14196925
2020-06-03,57.759998,59.360001,57.439999,58.880001,58.403984,15352438
2020-06-04,58.480000,62.000000,57.360001,61.919998,61.419399,15649238
2020-06-05,67.599998,68.480003,62.639999,63.040001,62.530342,20976450
2020-06-08,65.760002,68.559998,64.879997,67.680000,67.132828,19807388
2020-06-09,65.519997,65.680000,63.200001,64.160004,63.641296,14705650
2020-06-10,63.759998,63.840000,60.160000,60.880001,60.387806,14619313
2020-06-11,56.480000,58.799999,54.720001,55.599998,55.150490,15562863
2020-06-12,58.720001,59.439999,56.639999,58.000000,57.531094,12623213
2020-06-15,55.599998,58.799999,54.799999,57.919998,57.451736,12770475
2020-06-16,61.840000,61.919998,58.320000,59.759998,59.276859,12270175
2020-06-17,60.000000,60.240002,57.599998,57.919998,57.451736,9401413
2020-06-18,57.040001,58.560001,56.160000,58.240002,57.769154,9799775
2020-06-19,59.360001,59.599998,56.720001,57.200001,56.737564,11084938
2020-06-22,57.360001,57.439999,55.680000,56.320000,55.864674,9786200
2020-06-23,56.720001,57.040001,55.759998,56.000000,55.547264,10072988
2020-06-24,55.200001,55.200001,52.160000,52.240002,51.817661,18083250
2020-06-25,52.000000,53.599998,51.360001,53.439999,53.007954,9243325
2020-06-26,52.959999,53.200001,51.599998,51.840000,51.497993,11176200
2020-06-29,52.560001,54.400002,52.000000,54.400002,54.041100,9409663
2020-06-30,53.680000,54.959999,53.279999,54.639999,54.279514,8689638
2020-07-01,55.439999,56.080002,53.680000,53.919998,53.564262,15078850
2020-07-02,54.880001,56.320000,54.480000,54.560001,54.200050,9268975
2020-07-06,55.840000,56.639999,55.119999,56.000000,55.630543,9428675
2020-07-07,55.119999,55.119999,54.000000,54.080002,53.723209,7804213
2020-07-08,54.560001,54.959999,53.759998,54.880001,54.517933,8054913
2020-07-09,54.639999,54.639999,52.639999,52.639999,52.292709,9343500
2020-07-10,52.320000,53.759998,52.240002,53.520000,53.166908,7927925
2020-07-13,54.080002,54.560001,53.119999,53.599998,53.246372,8561550
2020-07-14,53.279999,55.119999,52.560001,55.040001,54.676880,8688650
2020-07-15,56.720001,57.680000,56.240002,57.119999,56.743149,11228388
2020-07-16,56.480000,57.439999,55.919998,56.400002,56.027908,6543163
2020-07-17,56.480000,57.200001,55.840000,56.560001,56.186848,7494750
2020-07-20,56.080002,56.480000,54.880001,54.959999,54.597404,6133200
2020-07-21,55.520000,57.200001,55.200001,56.320000,55.948429,8734463
2020-07-22,55.919998,56.720001,55.200001,56.480000,56.107372,8188538
2020-07-23,56.480000,56.959999,55.759998,56.320000,55.948429,8578563
2020-07-24,56.160000,56.880001,54.560001,54.880001,54.517933,8181188
2020-07-27,54.720001,54.799999,53.520000,53.680000,53.325848,8838000
2020-07-28,53.599998,55.680000,53.520000,55.119999,54.756344,9504200
2020-07-29,55.919998,56.000000,52.160000,52.720001,52.372189,18555300
2020-07-30,52.000000,52.080002,50.080002,50.080002,49.749599,15940863
2020-07-31,50.000000,50.320000,48.000000,48.560001,48.239628,17824413
2020-08-03,49.119999,49.520000,48.160000,48.880001,48.557518,11221188
2020-08-04,48.799999,49.599998,48.799999,49.119999,48.795929,8880225
2020-08-05,49.360001,51.200001,49.119999,51.200001,50.862213,13262150
2020-08-06,50.639999,51.360001,50.240002,50.639999,50.305904,8739463
2020-08-07,50.320000,51.680000,50.000000,51.200001,50.862213,10383113
2020-08-10,51.439999,53.599998,51.040001,53.360001,53.007957,11793125
2020-08-11,54.959999,56.000000,53.520000,53.840000,53.484795,11642688
2020-08-12,54.959999,55.040001,52.639999,53.759998,53.405319,8767900
2020-08-13,52.720001,54.080002,52.720001,52.799999,52.451653,6678563
2020-08-14,52.320000,53.759998,51.759998,53.279999,52.928486,6299650
2020-08-17,53.360001,53.520000,51.599998,51.759998,51.418510,7378675
2020-08-18,51.919998,52.560001,51.279999,51.520000,51.180103,5335750
2020-08-19,51.759998,52.560001,50.799999,51.040001,50.703266,6795250
2020-08-20,50.639999,51.040001,49.680000,50.160000,49.829075,7970500
2020-08-21,50.000000,51.040001,49.840000,50.480000,50.146961,7481438
2020-08-24,50.799999,53.119999,50.400002,53.040001,52.690075,12848175
2020-08-25,53.200001,53.599998,51.840000,52.720001,52.372189,8681138
2020-08-26,52.959999,52.959999,51.520000,51.840000,51.497993,7163000
2020-08-27,52.160000,53.040001,51.599998,51.840000,51.497993,9173488
2020-08-28,52.080002,52.959999,51.759998,52.880001,52.531132,7395213
2020-08-31,52.080002,53.520000,50.080002,50.720001,50.385376,17734125
2020-09-01,50.160000,51.200001,49.200001,49.520000,49.193295,11647700
2020-09-02,49.599998,51.599998,49.360001,51.520000,51.180103,10477075
2020-09-03,51.119999,53.200001,50.240002,50.560001,50.226433,11765613
2020-09-04,51.439999,52.480000,50.080002,51.360001,51.021156,11209488
2020-09-08,50.560001,50.880001,49.040001,49.119999,48.795929,15080750
2020-09-09,49.599998,49.599998,48.160000,49.279999,48.954872,13630538
2020-09-10,49.360001,49.599998,48.000000,48.000000,47.683327,12165600
2020-09-11,48.320000,48.400002,47.439999,47.599998,47.285965,8989825
2020-09-14,47.919998,49.279999,47.680000,49.200001,48.875408,9250263
2020-09-15,49.360001,49.759998,48.160000,48.799999,48.478050,10793850
2020-09-16,48.799999,54.480000,48.400002,54.000000,53.643734,31998313
2020-09-17,54.480000,57.439999,53.360001,56.400002,56.027908,32630038
2020-09-18,55.360001,57.119999,54.959999,55.040001,54.676880,18160100
2020-09-21,53.040001,53.200001,49.840000,50.799999,50.464848,20342450
2020-09-22,51.200001,52.639999,49.680000,50.000000,49.670128,17612625
2020-09-23,50.240002,51.360001,48.799999,48.880001,48.557518,11080588
2020-09-24,48.799999,49.439999,48.000000,48.480000,48.160160,11933725
2020-09-25,48.480000,49.360001,48.160000,48.880001,48.637775,9972338
2020-09-28,49.840000,50.480000,49.439999,49.599998,49.354210,10411600
2020-09-29,49.680000,49.840000,48.480000,48.959999,48.717377,9196450
2020-09-30,49.119999,50.320000,49.119999,49.840000,49.593021,12097700
2020-10-01,50.160000,50.320000,48.880001,49.919998,49.672626,9896950
2020-10-02,48.400002,51.200001,48.400002,51.119999,50.866676,11259550
2020-10-05,51.119999,51.599998,50.560001,51.279999,51.025883,7285450
2020-10-06,51.439999,52.639999,48.880001,49.360001,49.115398,21258275
2020-10-07,49.759998,51.200001,49.680000,50.480000,50.229847,10410763
2020-10-08,50.880001,53.360001,50.720001,53.200001,52.936371,12895913
2020-10-09,56.560001,56.560001,53.599998,54.720001,54.448837,21438438
2020-10-12,55.360001,55.360001,53.919998,54.639999,54.369236,11129550
2020-10-13,54.320000,54.560001,53.279999,53.759998,53.493591,9410950
2020-10-14,53.759998,55.119999,53.759998,54.560001,54.289631,12243588
2020-10-15,53.599998,55.040001,52.880001,54.959999,54.687649,11156588
2020-10-16,55.680000,58.799999,55.520000,58.320000,58.030994,21143413
2020-10-19,59.119999,59.759998,57.840000,58.320000,58.030994,16354638
2020-10-20,58.799999,59.360001,58.160000,58.720001,58.429020,12302513
2020-10-21,58.240002,59.279999,58.160000,58.560001,58.269802,9226388
2020-10-22,58.639999,62.000000,58.560001,61.759998,61.453953,11970863
2020-10-23,63.439999,64.239998,60.480000,61.040001,60.737514,16570400
2020-10-26,59.680000,60.480000,58.240002,59.040001,58.747429,13031800
2020-10-27,59.200001,59.200001,56.720001,56.799999,56.518524,12271250
2020-10-28,60.080002,62.880001,59.279999,59.360001,59.065842,31686763
2020-10-29,61.279999,61.919998,58.480000,58.959999,58.667824,15412250
2020-10-30,58.720001,60.320000,58.320000,59.360001,59.065842,12796263
2020-11-02,60.000000,60.639999,58.639999,60.160000,59.861874,13609788
2020-11-03,61.200001,63.360001,60.320000,62.799999,62.488792,12234063
2020-11-04,61.520000,64.160004,60.240002,62.799999,62.488792,15865638
2020-11-05,63.599998,64.400002,63.279999,63.919998,63.603241,10725850
2020-11-06,64.160004,65.120003,63.680000,64.720001,64.399284,10515688
2020-11-09,74.800003,75.279999,68.879997,69.760002,69.414322,24160338
2020-11-10,70.559998,72.800003,70.000000,71.839996,71.483994,20591700
2020-11-11,72.879997,72.959999,70.639999,71.120003,70.767563,10930000
2020-11-12,70.080002,70.959999,69.360001,70.080002,69.732719,9939800
2020-11-13,70.879997,74.000000,70.800003,74.000000,73.633301,16247538
2020-11-16,76.879997,77.120003,75.360001,76.559998,76.180603,14846500
2020-11-17,75.599998,77.919998,74.639999,77.440002,77.056252,11293575
2020-11-18,79.760002,80.400002,77.839996,77.839996,77.454269,18608225
2020-11-19,76.959999,78.080002,76.080002,77.279999,76.897041,10897188
2020-11-20,77.120003,78.639999,76.720001,78.080002,77.693085,10016938
2020-11-23,78.879997,82.160004,78.879997,80.559998,80.160782,13524663
2020-11-24,85.680000,86.800003,83.199997,83.599998,83.185715,22036100
2020-11-25,84.239998,84.480003,82.720001,84.000000,83.583755,13734113
2020-11-27,84.400002,84.480003,82.480003,83.199997,82.787704,6769350
2020-11-30,83.120003,83.120003,79.680000,81.440002,81.036430,15638013
2020-12-01,82.639999,83.839996,80.879997,81.199997,80.797615,10845888
2020-12-02,80.639999,83.839996,80.080002,83.440002,83.026520,9654450
2020-12-03,83.199997,85.599998,83.120003,84.800003,84.379776,11431613
2020-12-04,85.360001,87.440002,84.080002,87.040001,86.608681,16877613
