Date,Open,High,Low,Close,Adj Close,Volume
1970-09-21,6.480369,6.520433,6.430288,6.440304,1.369356,380640
1970-09-22,6.440304,6.530449,6.410256,6.490385,1.380005,298272
1970-09-23,6.490385,6.610577,6.480369,6.530449,1.388525,324480
1970-09-24,6.530449,6.610577,6.530449,6.570513,1.397043,302016
1970-09-25,6.590545,6.700721,6.590545,6.630609,1.409820,334464
1970-09-28,6.630609,6.770833,6.610577,6.730769,1.431116,515424
1970-09-29,6.730769,6.961138,6.670673,6.790865,1.443895,691392
1970-09-30,6.790865,6.850962,6.670673,6.760817,1.437506,524160
1970-10-01,6.760817,6.770833,6.690705,6.750801,1.435376,474240
1970-10-02,6.750801,6.850962,6.750801,6.810897,1.448154,339456
1970-10-05,6.810897,6.941106,6.740785,6.850962,1.456672,480480
1970-10-06,6.850962,6.921074,6.810897,6.810897,1.448154,415584
1970-10-07,6.810897,6.840946,6.740785,6.800881,1.446023,340704
1970-10-08,6.810897,6.931090,6.810897,6.820913,1.450283,661440
1970-10-09,6.810897,6.810897,6.730769,6.760817,1.437506,486720
1970-10-12,6.760817,6.760817,6.680689,6.690705,1.422597,134784
1970-10-13,6.690705,6.690705,6.620593,6.620593,1.407691,341952
1970-10-14,6.630609,6.690705,6.630609,6.670673,1.418339,936000
1970-10-15,6.690705,6.810897,6.690705,6.770833,1.439634,416832
1970-10-16,6.760817,6.760817,6.630609,6.670673,1.418339,277056
1970-10-19,6.670673,6.670673,6.610577,6.650641,1.414080,333216
1970-10-20,6.650641,6.740785,6.640625,6.720753,1.428986,314496
1970-10-21,6.770833,6.881010,6.770833,6.810897,1.448154,535392
1970-10-22,6.810897,6.860978,6.800881,6.820913,1.450283,294528
1970-10-23,6.820913,6.941106,6.820913,6.891026,1.465191,424320
1970-10-26,6.891026,7.001202,6.870994,6.901042,1.467320,494208
1970-10-27,6.891026,6.891026,6.840946,6.840946,1.454542,233376
1970-10-28,6.840946,6.921074,6.840946,6.921074,1.471579,468000
1970-10-29,6.921074,6.921074,6.860978,6.881010,1.463060,334464
1970-10-30,6.891026,6.931090,6.891026,6.891026,1.465191,350688
1970-11-02,6.891026,6.931090,6.850962,6.860978,1.458801,405600
1970-11-03,6.860978,7.011218,6.850962,6.971154,1.482227,411840
1970-11-04,6.971154,7.131410,6.941106,7.041266,1.497135,574080
1970-11-05,7.011218,7.011218,6.941106,6.961138,1.480098,375648
1970-11-06,6.961138,6.991186,6.941106,6.951122,1.477968,314496
1970-11-09,6.951122,7.041266,6.951122,6.971154,1.482227,539136
1970-11-10,6.971154,7.001202,6.951122,6.981170,1.484357,459264
1970-11-11,6.981170,7.021234,6.951122,6.961138,1.480098,324480
1970-11-12,6.961138,6.961138,6.850962,6.860978,1.458801,379392
1970-11-13,6.850962,6.850962,6.760817,6.810897,1.448154,658944
1970-11-16,6.810897,6.860978,6.780849,6.790865,1.443895,438048
1970-11-17,6.810897,6.870994,6.810897,6.810897,1.448154,365664
1970-11-18,6.810897,6.860978,6.810897,6.820913,1.450283,809952
1970-11-19,6.820913,6.901042,6.820913,6.870994,1.460931,324480
1970-11-20,6.870994,6.911058,6.860978,6.911058,1.469450,345696
1970-11-23,6.911058,7.001202,6.891026,6.921074,1.471579,626496
1970-11-24,6.921074,6.971154,6.911058,6.971154,1.482227,316992
1970-11-25,6.971154,7.031250,6.971154,7.001202,1.488617,572832
1970-11-27,7.001202,7.051282,7.001202,7.011218,1.490746,313248
1970-11-30,7.011218,7.081330,7.001202,7.081330,1.505654,409344
1970-12-01,7.081330,7.121394,6.971154,7.011218,1.490746,574080
1970-12-02,7.011218,7.121394,6.971154,7.101362,1.509913,957216
1970-12-03,7.101362,7.101362,6.991186,7.031250,1.495006,627744
1970-12-04,7.031250,7.071314,7.001202,7.011218,1.490746,328224
1970-12-07,7.011218,7.031250,6.991186,7.031250,1.506194,607776
1970-12-08,7.031250,7.041266,6.991186,7.001202,1.499758,403104
1970-12-09,7.001202,7.091346,6.961138,7.091346,1.519068,777504
1970-12-10,7.131410,7.211538,7.131410,7.201522,1.542669,610272
1970-12-11,7.231571,7.311699,7.231571,7.291667,1.561979,574080
1970-12-14,7.291667,7.391827,7.261619,7.281651,1.559834,525408
1970-12-15,7.281651,7.291667,7.191506,7.261619,1.555543,348192
1970-12-16,7.261619,7.271635,7.201522,7.271635,1.557688,234624
1970-12-17,7.271635,7.321715,7.251603,7.311699,1.566271,310752
1970-12-18,7.311699,7.401843,7.281651,7.351763,1.574853,587808
1970-12-21,7.351763,7.361779,7.161458,7.201522,1.542669,321984
1970-12-22,7.201522,7.331731,7.141426,7.291667,1.561979,807456
1970-12-23,7.291667,7.371795,7.271635,7.341747,1.572708,789984
1970-12-24,7.341747,7.341747,7.251603,7.271635,1.557688,300768
1970-12-28,7.271635,7.271635,7.151442,7.211538,1.544815,423072
1970-12-29,7.241587,7.371795,7.241587,7.361779,1.576998,596544
1970-12-30,7.361779,7.431891,7.341747,7.401843,1.585580,650208
1970-12-31,7.471955,7.572115,7.471955,7.522035,1.611328,287040
1971-01-04,7.522035,7.572115,7.471955,7.522035,1.611328,338208
1971-01-05,7.522035,7.562099,7.471955,7.562099,1.619909,182208
1971-01-06,7.562099,7.572115,7.461939,7.491987,1.604891,326976
1971-01-07,7.491987,7.522035,7.451923,7.522035,1.611328,302016
1971-01-08,7.512019,7.512019,7.471955,7.502003,1.607036,235872
1971-01-11,7.502003,7.522035,7.471955,7.512019,1.609182,435552
1971-01-12,7.512019,7.542067,7.502003,7.522035,1.611328,309504
1971-01-13,7.522035,7.542067,7.491987,7.502003,1.607036,385632
1971-01-14,7.502003,7.612179,7.481971,7.572115,1.622056,421824
1971-01-15,7.572115,7.652244,7.562099,7.632212,1.634929,529152
1971-01-18,7.632212,7.642228,7.612179,7.632212,1.634929,368160
1971-01-19,7.632212,7.682292,7.632212,7.682292,1.645656,252096
1971-01-20,7.682292,7.732372,7.682292,7.722356,1.654240,285792
1971-01-21,7.722356,8.042869,7.702324,8.022837,1.718606,1087008
1971-01-22,8.293269,8.373397,8.293269,8.313301,1.780828,1059552
1971-01-25,8.313301,8.523638,8.193109,8.453526,1.810866,1688544
1971-01-26,8.403446,8.403446,8.293269,8.293269,1.776537,656448
1971-01-27,8.062901,8.062901,7.942708,8.022837,1.718606,1394016
1971-01-28,8.022837,8.032853,7.912660,8.002804,1.714314,606528
1971-01-29,7.972756,7.972756,7.882612,7.952724,1.703587,601536
1971-02-01,7.952724,8.413462,7.942708,8.393429,1.797992,1309152
1971-02-02,8.353365,8.353365,8.173077,8.223157,1.761519,1033344
1971-02-03,8.223157,8.333333,8.223157,8.253205,1.767954,928512
1971-02-04,8.253205,8.333333,8.203125,8.293269,1.776537,638976
1971-02-05,8.293269,8.393429,8.233173,8.293269,1.776537,770016
1971-02-08,8.293269,8.483574,8.213141,8.433494,1.806575,908544
1971-02-09,8.433494,8.463542,8.333333,8.333333,1.785119,567840
1971-02-10,8.333333,8.413462,8.283253,8.393429,1.797992,630240
1971-02-11,8.393429,8.433494,8.373397,8.373397,1.793702,648960
1971-02-12,8.373397,8.563702,8.373397,8.543670,1.830177,849888
1971-02-16,8.533654,8.533654,8.433494,8.473558,1.815160,589056
1971-02-17,8.423478,8.423478,8.333333,8.333333,1.785119,500448
1971-02-18,8.333333,8.403446,8.313301,8.353365,1.789411,560352
1971-02-19,8.353365,8.363381,8.283253,8.293269,1.776537,415584
1971-02-22,8.283253,8.283253,8.213141,8.253205,1.767954,499200
1971-02-23,8.253205,8.373397,8.243189,8.303285,1.778682,515424
1971-02-24,8.343349,8.493590,8.343349,8.443510,1.808721,728832
1971-02-25,8.473558,8.693910,8.473558,8.663862,1.855924,983424
1971-02-26,8.663862,8.673878,8.553686,8.663862,1.855924,535392
1971-03-01,8.653846,8.653846,8.573718,8.623798,1.847342,398112
1971-03-02,8.623798,8.723958,8.593750,8.663862,1.855924,449280
1971-03-03,8.663862,8.713942,8.613782,8.683894,1.871465,459264
1971-03-04,8.683894,8.794071,8.663862,8.764022,1.888733,449280
1971-03-05,8.814103,8.954327,8.814103,8.844151,1.906003,902304
1971-03-08,8.844151,8.854167,8.754006,8.834135,1.903843,371904
1971-03-09,8.834135,8.864183,8.653846,8.653846,1.864988,350688
1971-03-10,8.673878,8.733974,8.673878,8.703926,1.875781,265824
1971-03-11,8.703926,8.764022,8.633814,8.633814,1.860672,481728
1971-03-12,8.643830,8.703926,8.643830,8.703926,1.875781,646464
1971-03-15,8.703926,8.974359,8.673878,8.894231,1.916794,678912
1971-03-16,8.894231,9.014423,8.844151,8.854167,1.908161,495456
1971-03-17,8.854167,8.884215,8.794071,8.854167,1.908161,363168
1971-03-18,8.854167,8.914263,8.814103,8.844151,1.906003,257088
1971-03-19,8.844151,8.924279,8.844151,8.874199,1.912477,482976
1971-03-22,8.874199,8.884215,8.784054,8.844151,1.906003,250848
1971-03-23,8.844151,8.904247,8.804087,8.904247,1.918953,1437696
1971-03-24,8.904247,8.914263,8.834135,8.864183,1.910319,396864
1971-03-25,8.864183,8.904247,8.764022,8.904247,1.918953,546624
1971-03-26,8.944311,9.014423,8.944311,8.954327,1.929746,472992
1971-03-29,8.954327,9.054487,8.914263,8.974359,1.934062,624000
1971-03-30,8.974359,8.974359,8.924279,8.954327,1.929746,358176
1971-03-31,8.974359,9.044471,8.974359,8.974359,1.934062,338208
1971-04-01,8.974359,9.024439,8.954327,8.994391,1.938380,312000
1971-04-02,8.994391,9.054487,8.934295,8.944311,1.927586,517920
1971-04-05,8.944311,9.024439,8.904247,9.014423,1.942698,396864
1971-04-06,9.014423,9.334936,8.984375,9.304888,2.005296,1019616
1971-04-07,9.304888,9.375000,9.244792,9.375000,2.020405,536640
1971-04-08,9.375000,9.395032,9.274840,9.354968,2.016088,1178112
1971-04-12,9.435096,9.485176,9.435096,9.485176,2.044149,602784
1971-04-13,9.485176,9.535256,9.465144,9.495192,2.046308,279552
1971-04-14,9.495192,9.615385,9.435096,9.615385,2.072209,524160
1971-04-15,9.615385,9.685497,9.535256,9.555288,2.059259,683904
1971-04-16,9.555288,9.595353,9.505208,9.575321,2.063578,469248
1971-04-19,9.575321,9.615385,9.545272,9.575321,2.063578,438048
1971-04-20,9.555288,9.555288,9.495192,9.505208,2.048468,315744
1971-04-21,9.505208,9.665465,9.505208,9.645433,2.078686,675168
1971-04-22,9.645433,9.665465,9.535256,9.645433,2.078686,896064
1971-04-23,9.645433,9.935897,9.615385,9.875801,2.128333,797472
1971-04-26,9.875801,9.885817,9.705529,9.705529,2.091638,479232
1971-04-27,9.705529,9.835737,9.595353,9.815705,2.115381,500448
1971-04-28,9.815705,9.945913,9.775641,9.935897,2.141284,586560
1971-04-29,9.935897,9.965946,9.885817,9.915865,2.136966,436800
1971-04-30,9.915865,9.925881,9.755609,9.845753,2.121857,339456
1971-05-03,9.835737,9.835737,9.675481,9.765625,2.104589,359424
1971-05-04,9.765625,9.765625,9.715545,9.735577,2.098112,355680
1971-05-05,9.735577,9.765625,9.665465,9.745593,2.100272,369408
1971-05-06,9.735577,9.735577,9.655449,9.655449,2.080845,395616
1971-05-07,9.655449,9.715545,9.645433,9.685497,2.087319,648960
1971-05-10,9.685497,9.685497,9.575321,9.675481,2.085162,429312
1971-05-11,9.675481,9.735577,9.625401,9.705529,2.091638,465504
1971-05-12,9.705529,9.735577,9.635417,9.635417,2.076526,248352
1971-05-13,9.665465,9.765625,9.665465,9.755609,2.102429,302016
1971-05-14,9.745593,9.745593,9.655449,9.675481,2.085162,444288
1971-05-17,9.655449,9.655449,9.344952,9.354968,2.016088,648960
1971-05-18,9.354968,9.535256,9.214744,9.395032,2.024722,826176
1971-05-19,9.415064,9.605369,9.415064,9.605369,2.070051,245856
1971-05-20,9.695513,9.955929,9.695513,9.745593,2.100272,798720
1971-05-21,9.735577,9.735577,9.665465,9.725561,2.095955,624000
1971-05-24,9.725561,9.765625,9.705529,9.725561,2.095955,463008
1971-05-25,9.725561,9.765625,9.535256,9.655449,2.080845,861120
1971-05-26,9.655449,9.685497,9.545272,9.545272,2.057100,413088
1971-05-27,9.545272,9.595353,9.535256,9.555288,2.059259,144768
1971-05-28,9.555288,9.605369,9.505208,9.605369,2.070051,264576
1971-06-01,9.605369,9.695513,9.535256,9.695513,2.089479,295776
1971-06-02,9.705529,9.765625,9.705529,9.725561,2.095955,665184
1971-06-03,9.725561,9.795673,9.725561,9.785657,2.108905,545376
1971-06-04,9.785657,9.835737,9.785657,9.835737,2.119698,320736
1971-06-07,9.835737,9.925881,9.795673,9.895833,2.132650,329472
1971-06-08,9.835737,9.835737,9.555288,9.555288,2.059259,580320
1971-06-09,9.555288,9.615385,9.254808,9.535256,2.054942,388128
1971-06-10,9.535256,9.755609,9.495192,9.715545,2.093796,306384
1971-06-11,9.715545,9.855769,9.655449,9.835737,2.119698,353808
1971-06-14,9.835737,9.835737,9.695513,9.695513,2.089479,174096
1971-06-15,9.675481,9.675481,9.475160,9.475160,2.041990,299520
1971-06-16,9.475160,9.775641,9.455128,9.655449,2.080845,313872
1971-06-17,9.655449,9.835737,9.595353,9.695513,2.101687,425568
1971-06-18,9.695513,9.715545,9.535256,9.535256,2.066949,329472
1971-06-21,9.535256,9.555288,9.314904,9.314904,2.019185,527904
1971-06-22,9.314904,9.535256,9.314904,9.415064,2.040895,441792
1971-06-23,9.415064,9.615385,9.375000,9.495192,2.058264,447408
1971-06-24,9.495192,9.495192,9.254808,9.375000,2.032211,278304
1971-06-25,9.375000,9.435096,9.314904,9.395032,2.036554,179712
1971-06-28,9.395032,9.415064,9.314904,9.375000,2.032211,228384
1971-06-29,9.415064,9.595353,9.415064,9.535256,2.066949,295152
1971-06-30,9.535256,9.735577,9.495192,9.735577,2.110372,497328
1971-07-01,9.735577,9.855769,9.675481,9.755609,2.114713,439296
1971-07-02,9.755609,9.755609,9.675481,9.715545,2.106030,225264
1971-07-06,9.715545,9.815705,9.675481,9.755609,2.114713,273312
1971-07-07,9.755609,9.875801,9.735577,9.775641,2.119057,338832
1971-07-08,9.775641,9.855769,9.775641,9.855769,2.136426,272688
1971-07-09,9.855769,9.895833,9.795673,9.815705,2.127741,252096
1971-07-12,9.815705,9.855769,9.755609,9.775641,2.119057,387504
1971-07-13,9.755609,9.755609,9.455128,9.595353,2.079974,413088
1971-07-14,9.455128,9.455128,9.294872,9.415064,2.040895,1604304
1971-07-15,9.415064,9.475160,9.314904,9.375000,2.032211,353184
1971-07-16,9.375000,9.395032,8.994391,9.034455,1.958391,710112
1971-07-19,9.034455,9.074519,8.834135,9.034455,1.958391,766896
1971-07-20,9.074519,9.294872,9.074519,9.234776,2.001813,949104
1971-07-21,9.234776,9.294872,9.074519,9.114583,1.975760,685776
1971-07-22,9.034455,9.034455,8.733974,8.733974,1.893256,1507584
1971-07-23,8.733974,8.954327,8.693910,8.914263,1.932335,468624
1971-07-26,8.914263,8.954327,8.733974,8.774038,1.901941,476112
1971-07-27,8.774038,8.794071,8.673878,8.733974,1.893256,328848
1971-07-28,8.733974,8.733974,8.573718,8.613782,1.867202,1082016
1971-07-29,8.613782,8.613782,8.473558,8.513622,1.845491,732576
1971-07-30,8.513622,8.613782,8.513622,8.553686,1.854174,414336
1971-08-02,8.553686,8.814103,8.553686,8.754006,1.897598,518544
1971-08-03,8.733974,8.733974,8.513622,8.653846,1.875886,502944
1971-08-04,8.653846,8.894231,8.593750,8.633814,1.871544,750048
1971-08-05,8.633814,8.874199,8.633814,8.794071,1.906282,661440
1971-08-06,8.794071,8.914263,8.794071,8.894231,1.927995,374400
1971-08-09,8.874199,8.874199,8.733974,8.733974,1.893256,208416
1971-08-10,8.733974,8.774038,8.693910,8.733974,1.893256,356304
1971-08-11,8.733974,8.954327,8.733974,8.934295,1.936679,554736
1971-08-12,8.934295,9.054487,8.934295,9.034455,1.958391,450528
1971-08-13,9.034455,9.034455,8.894231,8.914263,1.932335,410592
1971-08-16,9.455128,9.775641,9.455128,9.455128,2.049579,2422992
1971-08-17,9.555288,9.935897,9.555288,9.855769,2.136426,1921920
1971-08-18,9.855769,9.915865,9.675481,9.755609,2.114713,857376
1971-08-19,9.755609,9.875801,9.655449,9.755609,2.114713,849264
1971-08-20,9.755609,9.755609,9.615385,9.655449,2.093003,323856
1971-08-23,9.655449,9.735577,9.575321,9.715545,2.106030,330720
1971-08-24,9.735577,9.855769,9.735577,9.835737,2.132084,403728
1971-08-25,9.835737,9.935897,9.795673,9.895833,2.145112,466752
1971-08-26,9.895833,10.016026,9.875801,9.935897,2.153796,384384
1971-08-27,9.935897,10.036058,9.935897,9.975962,2.162479,275808
1971-08-30,9.975962,10.136218,9.915865,9.935897,2.153796,287040
1971-08-31,9.935897,10.036058,9.835737,9.935897,2.153796,310752
1971-09-01,9.935897,10.076122,9.875801,9.955929,2.158137,189696
1971-09-02,9.975962,10.136218,9.975962,10.116186,2.192878,159120
1971-09-03,10.156250,10.356571,10.156250,10.356571,2.244984,266448
1971-09-07,10.356571,10.556891,10.296474,10.316506,2.236300,477984
1971-09-08,10.316506,10.416667,10.276442,10.356571,2.244984,323856
1971-09-09,10.356571,10.476763,10.316506,10.376603,2.249327,240240
1971-09-10,10.376603,10.456731,10.376603,10.456731,2.266695,157872
1971-09-13,10.456731,10.456731,10.136218,10.156250,2.201560,532272
1971-09-14,10.156250,10.196314,10.016026,10.056090,2.179850,302640
1971-09-15,10.056090,10.116186,9.995994,10.096154,2.188534,342576
1971-09-16,10.096154,10.116186,10.076122,10.116186,2.192878,164112
1971-09-17,10.116186,10.216346,10.096154,10.156250,2.201560,399984
1971-09-20,10.096154,10.096154,9.895833,10.036058,2.175507,187200
1971-09-21,9.975962,9.975962,9.855769,9.915865,2.161533,221520
1971-09-22,9.915865,9.955929,9.815705,9.815705,2.139700,401856
1971-09-23,9.815705,10.056090,9.795673,9.955929,2.170266,328848
1971-09-24,9.955929,10.016026,9.855769,9.855769,2.148433,579696
1971-09-27,9.795673,9.795673,9.595353,9.615385,2.096034,454272
1971-09-28,9.615385,9.735577,9.575321,9.615385,2.096034,341952
1971-09-29,9.615385,9.695513,9.615385,9.655449,2.104767,280176
1971-09-30,9.675481,9.895833,9.675481,9.855769,2.148433,308256
1971-10-01,9.855769,9.995994,9.775641,9.935897,2.165900,308880
1971-10-04,10.016026,10.136218,10.016026,10.036058,2.187735,464880
1971-10-05,10.036058,10.076122,9.835737,9.935897,2.165900,215904
1971-10-06,9.935897,10.216346,9.875801,10.216346,2.227035,433680
1971-10-07,10.216346,10.376603,10.216346,10.256410,2.235768,389376
1971-10-08,10.256410,10.316506,10.196314,10.196314,2.222670,191568
1971-10-11,10.176282,10.176282,9.975962,10.016026,2.183368,90480
1971-10-12,10.016026,10.076122,9.935897,9.995994,2.179002,260832
1971-10-13,9.995994,10.016026,9.935897,9.955929,2.170266,201552
1971-10-14,9.955929,9.955929,9.815705,9.875801,2.152800,251472
1971-10-15,9.875801,9.895833,9.635417,9.895833,2.157168,318240
1971-10-18,9.895833,9.995994,9.895833,9.915865,2.161533,227760
1971-10-19,9.915865,9.915865,9.755609,9.895833,2.157168,313872
1971-10-20,9.895833,9.975962,9.455128,9.615385,2.096034,960336
1971-10-21,9.615385,9.655449,9.435096,9.575321,2.087300,476736
1971-10-22,9.575321,9.675481,9.375000,9.375000,2.043631,529152
1971-10-25,9.375000,9.475160,9.234776,9.475160,2.065465,185328
1971-10-26,9.475160,9.615385,9.274840,9.294872,2.026165,500448
1971-10-27,9.294872,9.395032,9.194712,9.334936,2.034899,373152
1971-10-28,9.334936,9.375000,9.234776,9.334936,2.034899,625248
1971-10-29,9.334936,9.375000,9.294872,9.334936,2.034899,307632
1971-11-01,9.334936,9.334936,9.034455,9.094551,1.982499,280176
1971-11-02,9.094551,9.274840,9.014423,9.174679,1.999964,624000
1971-11-03,9.294872,9.435096,9.294872,9.395032,2.047999,1082640
1971-11-04,9.395032,9.535256,9.395032,9.395032,2.047999,662688
1971-11-05,9.354968,9.354968,9.174679,9.294872,2.026165,410592
1971-11-08,9.294872,9.354968,9.254808,9.294872,2.026165,233376
1971-11-09,9.294872,9.395032,9.274840,9.294872,2.026165,300144
1971-11-10,9.294872,9.294872,9.094551,9.154647,1.995598,290160
1971-11-11,9.134615,9.134615,9.034455,9.034455,1.969398,348192
1971-11-12,9.034455,9.094551,8.814103,8.934295,1.947564,569088
1971-11-15,8.934295,9.034455,8.854167,8.854167,1.930097,346320
1971-11-16,8.854167,9.134615,8.834135,9.014423,1.965030,554736
1971-11-17,9.014423,9.154647,8.994391,9.154647,1.995598,434928
